title,certificate_type,rating,difficulty_level,no_students,content_duration,subject,About,description
Understanding Medical Research: Your Facebook Friend is Wrong,COURSE,4.8,Beginner,24000.0,2.0,Healthcare & Medicine,,
Understanding Modern Finance,SPECIALIZATION,4.4,Intermediate,11000.0,2.0,Finance & Accounting,,
Understanding Plants - Part I: What a Plant Knows,COURSE,4.8,Beginner,49000.0,2.0,Web Development,,
Understanding Research Methods,COURSE,4.5,Mixed,120000.0,2.0,AR & VR Development,,
Understanding and Visualizing Data with Python,COURSE,4.7,Beginner,30000.0,2.0,Software Engineering,,
Understanding the Brain: The Neurobiology of Everyday Life,COURSE,4.9,Beginner,130000.0,2.0,Data Analytics & Business Intelligence,,
Unity Certified Programmer Exam Preparation,SPECIALIZATION,4.5,Intermediate,6100.0,2.0,Game Development,,
Unity XR: How to Build AR and VR Apps,SPECIALIZATION,4.2,Beginner,12000.0,2.0,Game Development,,
University Teaching,COURSE,4.8,Beginner,9500.0,2.0,Other,,
Unraveling the Cycling City,COURSE,4.9,Intermediate,3900.0,2.0,Other,,
User Experience Research and Design,SPECIALIZATION,4.8,Beginner,23000.0,2.0,Graphic Design,,
User Interface Design,SPECIALIZATION,4.6,Intermediate,43000.0,2.0,Other,,
Using Databases with Python,COURSE,4.8,Mixed,220000.0,2.0,Software Engineering,,
Using Python to Access Web Data,COURSE,4.8,Mixed,310000.0,2.0,Software Engineering,,
Using Python to Interact with the Operating System,COURSE,4.7,Beginner,19000.0,2.0,Software Engineering,,
Value Chain Management,SPECIALIZATION,4.7,Intermediate,63000.0,2.0,Other,,
Version Control with Git,COURSE,4.8,Mixed,40000.0,2.0,Software Engineering,,
Viral Marketing and How to Craft Contagious Content,COURSE,4.7,Mixed,150000.0,2.0,Digital Marketing,,
Virtual Reality,SPECIALIZATION,4.7,Beginner,37000.0,2.0,AR & VR Development,,
Virtual Teacher,SPECIALIZATION,4.3,Beginner,23000.0,2.0,Other,,
Vital Signs: Understanding What the Body Is Telling Us,COURSE,4.8,Mixed,190000.0,2.0,Deep Learning,,
Web Applications for Everybody,SPECIALIZATION,4.8,Intermediate,120000.0,2.0,Other,,
Web Design for Everybody: Basics of Web Development & Coding,SPECIALIZATION,4.7,Beginner,280000.0,2.0,Other,,
Weight Management: Beyond Balancing Calories,COURSE,4.7,Beginner,34000.0,2.0,Other,,
What Is Contemporary Art?,COURSE,4.7,Beginner,120000.0,2.0,AR & VR Development,,
What future for education?,COURSE,4.7,Mixed,35000.0,2.0,Other,,
What is Compliance?,COURSE,4.8,Mixed,6200.0,2.0,Cybersecurity,,
What is Data Science?,COURSE,4.7,Beginner,260000.0,2.0,Data Science,,
What is Social?,COURSE,4.6,Mixed,94000.0,2.0,Cybersecurity,,
Wine Tasting: Sensory Techniques for Wine Analysis,COURSE,4.7,Beginner,32000.0,2.0,Other,,
Wonders of Ancient Egypt,COURSE,4.8,Intermediate,17000.0,2.0,Other,,
Write A Feature Length Screenplay For Film Or Television,COURSE,4.9,Beginner,12000.0,2.0,Physics & Engineering Sciences,,
Write Professional Emails in English,COURSE,4.7,Mixed,270000.0,2.0,Language Learning,,
Write Your First Novel,COURSE,4.4,Beginner,18000.0,2.0,Other,,
Writing in the Sciences,COURSE,4.9,Beginner,140000.0,2.0,Other,,
e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age,COURSE,4.5,Mixed,17000.0,2.0,Software Engineering,,
iOS App Development with Swift,SPECIALIZATION,3.9,Intermediate,76000.0,2.0,Mobile Development,,
¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección,COURSE,4.7,Beginner,25000.0,2.0,Other,,
Étudier en France: French Intermediate course B1-B2,COURSE,4.8,Intermediate,190000.0,2.0,Language Learning,,
Éxito Profesional,SPECIALIZATION,4.5,Beginner,69000.0,2.0,Other,,
Искусство ведения бизнеса,SPECIALIZATION,4.6,Beginner,14000.0,2.0,Other,,
Искусство разработки на современном C++,SPECIALIZATION,4.9,Intermediate,68000.0,2.0,Software Engineering,,
Корпоративные финансы и стоимость компании,SPECIALIZATION,4.5,Beginner,16000.0,2.0,Other,,
Математика и Python для анализа данных,COURSE,4.8,Beginner,67000.0,2.0,Software Engineering,,
Машинное обучение и анализ данных,SPECIALIZATION,4.7,Intermediate,77000.0,2.0,Other,,
Основы Digital Маркетинга,SPECIALIZATION,4.5,Intermediate,19000.0,2.0,Software Engineering,,
Основы программирования на Python,COURSE,4.6,Beginner,83000.0,2.0,Software Engineering,,
Основы разработки на C++: белый пояс,COURSE,4.9,Intermediate,41000.0,2.0,Software Engineering,,
Погружение в Python,COURSE,4.7,Intermediate,45000.0,2.0,Software Engineering,,
Программирование на Python,SPECIALIZATION,4.5,Intermediate,52000.0,2.0,Software Engineering,,
Психолингвистика (Psycholinguistics),COURSE,4.8,Mixed,21000.0,2.0,Language Learning,,
Разработка интерфейсов: вёрстка и JavaScript,SPECIALIZATION,4.5,Intermediate,30000.0,2.0,Web Development,,
Русский как иностранный,SPECIALIZATION,4.6,Intermediate,9800.0,2.0,Other,,
Финансовые инструменты для частного инвестора,SPECIALIZATION,4.7,Beginner,38000.0,2.0,Other,,
Ultimate Investment Banking Course,COURSE,4.7,All Levels,2147.0,1.5,Finance & Accounting,,
Complete GST Course & Certification - Grow Your CA Practice,COURSE,4.7,All Levels,2792.0,39.0,Other,,
Financial Modeling for Business Analysts and Consultants,COURSE,4.7,Intermediate Level,2174.0,2.5,Web Development,,
Beginner to Pro - Financial Analysis in Excel 2017,COURSE,4.7,All Levels,2451.0,3.0,Natural Language Processing,,
How To Maximize Your Profits Trading Options,COURSE,4.7,Intermediate Level,1276.0,2.0,Web Development,,
Trading Penny Stocks: A Guide for All Levels In 2017,COURSE,4.7,All Levels,9221.0,3.0,Finance & Accounting,,
Investing And Trading For Beginners: Mastering Price Charts,COURSE,4.7,Beginner Level,1540.0,1.0,Web Development,,
"Trading Stock Chart Patterns For Immediate, Explosive Gains",COURSE,4.7,All Levels,2917.0,2.5,Finance & Accounting,,
Options Trading 3 : Advanced Stock Profit and Success Method,COURSE,4.7,Expert Level,5172.0,2.5,Finance & Accounting,,
The Only Investment Strategy You Need For Your Retirement,COURSE,4.7,All Levels,827.0,1.0,Finance & Accounting,,
Forex Trading Secrets of the Pros With Amazon's AWS,COURSE,4.7,All Levels,4284.0,5.0,Web Development,,
Trading Options With Money Flow,COURSE,4.7,All Levels,1380.0,1.0,Finance & Accounting,,
Financial Management Risk and Return For Securities,COURSE,4.7,All Levels,3607.0,1.5,Other,,
Forex Trading Course: Work Smarter Not Harder Proven Results,COURSE,4.7,All Levels,4061.0,2.0,Web Development,,
Python Algo Trading: Sentiment Trading with News,COURSE,4.7,All Levels,294.0,7.0,Software Engineering,,
Short Selling: Learn To Sell Stocks Before The Fall,COURSE,4.7,Intermediate Level,2276.0,1.5,Finance & Accounting,,
Basic Technical Analysis: Learn the structure of the market,COURSE,4.7,Beginner Level,4919.0,1.5,AR & VR Development,,
The Complete Chart Pattern Trading Course: A Proven Approach,COURSE,4.7,All Levels,2666.0,4.0,Finance & Accounting,,
7 Deadly Mistakes of Investing that Will Slash Your Profits!,COURSE,4.7,All Levels,5354.0,1.5,Web Development,,
Financial Statements Made Easy,COURSE,4.7,Beginner Level,8095.0,0.5833333333333334,Web Development,,
Winning Forex Trading with Live Forex Trading Examples,COURSE,4.7,All Levels,809.0,2.0,Finance & Accounting,,
Forex Traders - Create Your First Trading Robot. No Coding!,COURSE,4.7,All Levels,2295.0,4.0,Finance & Accounting,,
Create A Business From Home Trading Stocks Today In 2017,COURSE,4.7,All Levels,10149.0,2.0,Finance & Accounting,,
Introduction to Accounting : Mastering Financial Statements,COURSE,4.7,Beginner Level,1916.0,1.0,Web Development,,
The Complete Ethereum Course: Get .01 Ether In Your Wallet,COURSE,4.7,All Levels,2507.0,2.0,Blockchain & Web3,,
Beginner to Pro in PowerPoint: Complete PowerPoint Training,COURSE,4.7,All Levels,5786.0,5.0,Natural Language Processing,,
Investing 101: The Complete Online Investing Course,COURSE,4.7,All Levels,5334.0,4.5,Other,,
Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager,COURSE,4.7,Intermediate Level,4005.0,2.0,Finance & Accounting,,
Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5),COURSE,4.7,All Levels,2877.0,4.5,AR & VR Development,,
Forex Trading: Your Complete Guide to Get Started Like a Pro,COURSE,4.7,Beginner Level,1026.0,3.0,Finance & Accounting,,
Python Algo Stock Trading: Automate Your Trading!,COURSE,4.7,Beginner Level,1165.0,2.5,Software Engineering,,
THE Forex Robot: Incredible ROI (Robot Included),COURSE,4.7,All Levels,1843.0,1.5,Embedded Systems & IoT,,
The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,COURSE,4.7,All Levels,8797.0,6.5,Blockchain & Web3,,
Mastering High Probability Iron Condor Options Trading,COURSE,4.7,All Levels,1030.0,2.0,Data Science,,
The Complete Short Course on Ethereum,COURSE,4.7,All Levels,1041.0,1.5,Blockchain & Web3,,
Options Trading Stocks: Proven Toolbox For Financial Success,COURSE,4.7,Intermediate Level,7884.0,10.0,Finance & Accounting,,
Forex Trading A-Z™ - With LIVE Examples of Forex Trading,COURSE,4.7,Beginner Level,16900.0,5.5,Finance & Accounting,,
"Introduction to Finance, Accounting, Modeling and Valuation",COURSE,4.7,All Levels,11441.0,4.5,Finance & Accounting,,
Beginner to Pro in Excel: Financial Modeling and Valuation,COURSE,4.7,All Levels,22257.0,7.5,Natural Language Processing,,
The Complete Investment Banking Course 2017,COURSE,4.7,All Levels,8575.0,5.5,Finance & Accounting,,
The Complete Financial Analyst Course 2017,COURSE,4.7,All Levels,24481.0,10.0,Other,,
Python for Finance: Investment Fundamentals & Data Analytics,COURSE,4.7,All Levels,3811.0,6.5,Software Engineering,,
Financial Modeling for Startups & Small Businesses,COURSE,4.7,Beginner Level,4991.0,11.5,Finance & Accounting,,
Options Trading - How to Win with Weekly Options,COURSE,4.7,Intermediate Level,7489.0,1.0,Finance & Accounting,,
Black Algo Trading: Build Your Trading Robot,COURSE,4.7,All Levels,20195.0,16.0,Software Engineering,,
Accounting & Financial Statement Analysis: Complete Training,COURSE,4.7,All Levels,10042.0,3.0,Finance & Accounting,,
Cryptocurrency Trading: Complete Guide To Trading Altcoins,COURSE,4.7,All Levels,367.0,5.0,Blockchain & Web3,,
Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,COURSE,4.7,All Levels,10603.0,5.5,Web Development,,
Three Steps Trading - Live Trading - Real Account,COURSE,4.7,All Levels,1197.0,5.0,Finance & Accounting,,
Option Trading for Rookies:  Understand Options Completely,COURSE,4.7,All Levels,2893.0,2.0,Finance & Accounting,,
How I Learned Stock Trading (and How You Can Too),COURSE,4.7,Expert Level,1580.0,2.0,Finance & Accounting,,
Learn to Trade for Profit: Find and Trade Winning Stocks,COURSE,4.7,All Levels,10605.0,3.0,Finance & Accounting,,
Trading Inside Bars - Master 1 Easy Pattern To Be Successful,COURSE,4.7,Intermediate Level,2996.0,2.0,Finance & Accounting,,
Four Fundamentals of Financial Planning,COURSE,4.7,All Levels,6219.0,1.0,Financial Analysis,,
Options Trading - Calendar Spread Course for Every Trader,COURSE,4.7,All Levels,1113.0,1.5,Finance & Accounting,,
Dividend Investing: Build Your Portfolio for a Better Future,COURSE,4.7,Beginner Level,8314.0,4.0,Finance & Accounting,,
Learn Accounting. Understand Business.,COURSE,4.7,Beginner Level,5572.0,5.5,Finance & Accounting,,
How to Consistently Win Trading Stocks in 30 Days or Less,COURSE,4.7,Intermediate Level,1433.0,1.0,Finance & Accounting,,
A Beginner's Guide to Quantopian Futures API,COURSE,4.7,Intermediate Level,936.0,1.5,Natural Language Processing,,
How to Buy Cheap Options - Options Trading Pricing Model,COURSE,4.7,All Levels,658.0,1.0,Finance & Accounting,,
Excel Crash Course: Master Excel for Financial Analysis,COURSE,4.7,All Levels,8121.0,3.5,Finance & Accounting,,
"Comprehensive Guide to Financial Markets, Investing &Trading",COURSE,4.7,Beginner Level,4187.0,9.0,Web Development,,
Stock Trading Ninja: Complete System For Trading Success,COURSE,4.7,All Levels,9445.0,4.5,Finance & Accounting,,
Hedge and Mutual Fund Careers: The Complete Guide,COURSE,4.7,All Levels,3255.0,8.5,Finance & Accounting,,
Algorithmic Trading In Forex: Create Your First Forex Robot!,COURSE,4.7,All Levels,7941.0,6.5,Software Engineering,,
The Power Modeling Bootcamp: Advanced Excel in 10 Days,COURSE,4.7,All Levels,1680.0,5.5,Other,,
Options Trading Basics (3-Course Bundle),COURSE,4.7,Beginner Level,10100.0,11.0,Finance & Accounting,,
How to Win 97% of Your Options Trades,COURSE,4.7,All Levels,5050.0,1.5,Finance & Accounting,,
How I Make Consistent Returns Trading Options,COURSE,4.7,All Levels,2310.0,3.5,Finance & Accounting,,
"Forex Strategies: Kelly Criterion, Larry Williams and more!",COURSE,4.7,All Levels,5528.0,3.0,Cybersecurity,,
"Elite Trend Trader: Learn To Trade Stocks, Options & Forex",COURSE,4.7,All Levels,6451.0,5.0,Finance & Accounting,,
Options Trading Introduction: Day Trade Stock Options,COURSE,4.7,Beginner Level,12394.0,2.5,Finance & Accounting,,
The Almost Perfect Options Trading Strategy System - Unique,COURSE,4.7,All Levels,1793.0,1.0,Finance & Accounting,,
Forex Trading -  Learn to Trade Forex Like the Banks,COURSE,4.7,All Levels,3223.0,1.0,Finance & Accounting,,
Learn to Trade for Profit:Trading with Japanese Candlesticks,COURSE,4.7,Beginner Level,16385.0,3.0,Finance & Accounting,,
The Most Powerful Options Spread Trading Front Ratio Spread,COURSE,4.7,All Levels,1487.0,2.0,Finance & Accounting,,
What Finance Job is for You? Explanation of 14 Finance Roles,COURSE,4.7,All Levels,2951.0,4.0,Finance & Accounting,,
The Blueprint for Successful Stock Trading,COURSE,4.7,All Levels,2697.0,1.0,Game Development,,
Trading for Beginners - Intermediate Level,COURSE,4.7,Beginner Level,3979.0,5.0,Natural Language Processing,,
Start Trading Stocks Using Technical Analysis!,COURSE,4.7,All Levels,3190.0,4.0,Finance & Accounting,,
Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,COURSE,4.7,Expert Level,1406.0,1.5,Finance & Accounting,,
VPS for Forex Trading - Protect Your Forex Robots,COURSE,4.7,All Levels,4252.0,2.0,Web Development,,
Introduction to Accounting: The Language of Business,COURSE,4.7,Beginner Level,11958.0,11.5,Finance & Accounting,,
Basic Excel for Basic Bookkeeping and Accounting,COURSE,4.7,Beginner Level,7743.0,1.5,Finance & Accounting,,
"Using 'The Greeks To Understand Options""",COURSE,4.7,All Levels,2134.0,1.0,Finance & Accounting,,
Trading Options For Consistent Returns: Calendar Spreads,COURSE,4.7,All Levels,1214.0,1.5,Finance & Accounting,,
How to Create Your Personal Budget,COURSE,4.7,All Levels,3870.0,1.0,Other,,
The Complete Value Investing Course: A Proven Approach,COURSE,4.7,All Levels,2146.0,4.5,Other,,
FOREX Trading with Price Action,COURSE,4.7,Beginner Level,484.0,1.0,Finance & Accounting,,
Emini ES Futures - Advanced Non Directional Options Trading,COURSE,4.7,All Levels,1057.0,1.5,Finance & Accounting,,
Forex Trading - Advanced Fundamental Analysis,COURSE,4.7,Intermediate Level,1754.0,2.5,Finance & Accounting,,
How To Invest With Tiny Capital In Stocks ?,COURSE,4.7,Beginner Level,1239.0,0.7,Finance & Accounting,,
Learn How To Successfully Trade Stocks: In 5 Simple Steps,COURSE,4.7,All Levels,2493.0,9.5,Finance & Accounting,,
Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader,COURSE,4.7,Beginner Level,2602.0,5.0,Finance & Accounting,,
Intermediate Options trading concepts for Stocks and Options,COURSE,4.7,All Levels,2000.0,1.0,Web Development,,
Options Trading 101: The Basics,COURSE,4.7,Beginner Level,1514.0,0.55,Finance & Accounting,,
Practical Accounts APP Overview,COURSE,4.7,Intermediate Level,1361.0,3.0,Web Development,,
Bitcoin Profits for Beginners,COURSE,4.7,Beginner Level,61.0,1.5,Web Development,,
Trend Traders Club: How To Find And Trade Fast Moving Trends,COURSE,4.7,All Levels,1513.0,5.5,Other,,
Financial Statements Basics,COURSE,4.7,Beginner Level,1374.0,2.0,Web Development,,
High performance Stock Trading using key Options techniques,COURSE,4.7,All Levels,2103.0,1.5,Databases & SQL,,
Introduction to Financial Statement Analysis,COURSE,4.7,Beginner Level,1480.0,1.5,Other,,
Basics of Economics (College Level),COURSE,4.7,All Levels,2516.0,1.5,Other,,
Stock Market Investing for Beginners,COURSE,4.7,Beginner Level,50855.0,1.5,Natural Language Processing,,
Accounting for Beginners : Learn Basics in under 1 Hour,COURSE,4.7,Beginner Level,1971.0,1.5,Natural Language Processing,,
Straddle Options Trading - Profit in Any Market Direction,COURSE,4.7,All Levels,837.0,1.0,Finance & Accounting,,
Fundamentals of Forex Trading,COURSE,4.7,All Levels,17160.0,1.0,Finance & Accounting,,
"Binary Options: Trading Strategies, 90% Accuracy and Signals",COURSE,4.7,Beginner Level,1723.0,1.0,Data Analytics & Business Intelligence,,
Website Investing 101 - Buying & Selling Online Businesses,COURSE,4.7,All Levels,6811.0,2.0,Other,,
Practical Accounts & Bookkeeping Automated Overview ,COURSE,4.7,All Levels,2060.0,4.5,Web Development,,
Live Account - ETF Trading System - Hacking The Stock Market,COURSE,4.7,All Levels,2318.0,5.0,Cybersecurity,,
Stock Market Leverage: How to Start Trading Options Wisely,COURSE,4.7,Beginner Level,2153.0,1.5,Generative AI & LLMs,,
Stock Market Foundations,COURSE,4.7,Beginner Level,19339.0,2.0,Finance & Accounting,,
Crash Course on Working Capital Management,COURSE,4.7,All Levels,3177.0,1.0,Other,,
Advanced Accounting A Complete Study for CA / CMA / CFA / CS,COURSE,4.7,All Levels,1535.0,62.0,Finance & Accounting,,
61% Profit In 1 Month - Crush Your Forex Trading Paradigm,COURSE,4.7,All Levels,1027.0,1.5,Finance & Accounting,,
How to create a routine Trading,COURSE,4.7,All Levels,307.0,0.1333333333333333,Finance & Accounting,,
"Forex Trading Secrets |MT4 Robot (EA) inside, no coding",COURSE,4.7,All Levels,2096.0,0.6833333333333333,Web Development,,
Forex SOS Course: Trading Tweaks And Working Forex Strategy,COURSE,4.7,Beginner Level,1315.0,2.5,Finance & Accounting,,
Introduction to Financial Modeling,COURSE,4.7,Intermediate Level,29167.0,1.5,Finance & Accounting,,
Quantitative Aptitude for Banking & Competitive Examinations,COURSE,4.7,All Levels,1056.0,3.0,Financial Analysis,,
Option Spreads and Credit Spreads Bundle,COURSE,4.7,Expert Level,2212.0,4.5,Other,,
B Com Accountancy I (Paper ECO 02 IGNOU),COURSE,4.7,All Levels,2946.0,31.5,Other,,
FOREX TRADING - Learn in a quick + profitable way + support,COURSE,4.7,All Levels,271.0,3.5,Embedded Systems & IoT,,
Auditing Basics (Professional Course Level),COURSE,4.7,All Levels,3771.0,2.5,Finance & Accounting,,
Stock market Investing Encyclopedia: How to invest in stocks,COURSE,4.7,Intermediate Level,3143.0,3.0,Finance & Accounting,,
Learn the basics of preparing accounting statements,COURSE,4.7,Intermediate Level,1951.0,0.55,Web Development,,
